word,speaking,writing,pronunciation,pronunciation_us,pronunciation_uk
strain,,W3,streɪn,,
stranger,S2,W2,,ˈstreɪndʒər,ˈstreɪn(d)ʒə
strategy,,W2,,ˈstrætədʒɪ,ˈstrætɪdʒɪ
straw,S3,,strɔː,,
strawberry,S3,,,ˈstrɔːberɪ,ˈstrɔːb(ə)rɪ
stream,,W3,striːm,,
street,S1,W1,striːt,,
strength,S2,W2,streŋθ,,
stress,S3,W3,stres,,
strike,S3,W2,straɪk,,
string,S3,W2,,ˈstrɪŋ,strɪŋ
strip,,W3,strɪp,,
stroke,S3,,strəʊk,,
structure,S3,W2,,ˈstrʌktʃər,ˈstrʌktʃə
struggle,S3,W3,,ˈstrʌɡl,ˈstrʌɡ(ə)l
student,S1,W1,,ˈstuːdnt,ˈstjuːd(ə)nt
studio,S3,W2,,ˈstuːdɪəʊ,ˈstjuːdɪəʊ
study,S2,W3,ˈstʌdɪ,,
stuff,S1,W3,stʌf,,
style,S2,W1,staɪl,,
subject,S2,W1,,ˈsʌbdʒekt (strong)/ˈsʌbdʒɪkt (weak),səbˈdʒekt
substance,,W3,,ˈsʌbstəns,ˈsʌbst(ə)ns
success,S1,W1,səkˈses,,
sugar,S2,W3,,ˈʃʊɡər,ˈʃʊɡə
suggestion,S1,W2,,səˈdʒestʃən,səˈdʒestʃ(ə)n
suit,S2,W3,suːt,,
sum,S2,W2,sʌm,,
summer,S1,W1,,ˈsʌmər,ˈsʌmə
sun,S2,W1,sʌn,,
supermarket,S3,,,ˈsuːpərmɑːrkət,ˈsuːpəmɑːkɪt
supper,S3,,,ˈsʌpər,ˈsʌpə
supply,S2,W2,səˈplaɪ,,
support,S1,W1,,səˈpɔːrt,səˈpɔːt
supporter,S3,W2,,səˈpɔːrtər,səˈpɔːtə
surface,S3,W1,,ˈsɜːrfɪs,ˈsɜːfɪs
surgery,S2,W2,,ˈsɜːrdʒərɪ,ˈsɜːdʒ(ə)rɪ
surprise,S3,W2,,sərˈpraɪz,səˈpraɪz
survey,S2,W2,,ˈsɜːrveɪ,ˈsɜːveɪ
survival,,W3,,sərˈvaɪvl,səˈvaɪv(ə)l
suspicion,,W3,,səˈspɪʃn,səˈspɪʃ(ə)n
sweet,S2,,swiːt,,
swimming,S2,,ˈswɪmɪŋ,,
switch,S3,,swɪtʃ,,
symbol,,W3,,ˈsɪmbl,ˈsɪmb(ə)l
sympathy,,W3,ˈsɪmpəθɪ,,
system,S1,W1,ˈsɪstəm,,
table,S1,W1,,ˈteɪbl,ˈteɪb(ə)l
tablet,S3,,,ˈtæblət,ˈtæblɪt
tail,S2,W3,teɪl,,
tale,,W3,teɪl,,
talent,,W3,ˈtælənt,,
talk,S1,W1,tɔːk,,
tank,S2,W2,tæŋk,,
tap,S3,,tæp,,
tape,S3,W3,teɪp,,
target,S2,W2,,ˈtɑːrɡɪt,ˈtɑːɡɪt
task,S2,W1,,tæsk,tɑːsk
taste,S2,W2,teɪst,,
tax,S1,W1,tæks,,
taxi,S3,,ˈtæksɪ,,
tea,S1,W2,tiː,,
teacher,S1,W1,,ˈtiːtʃər,ˈtiːtʃə
teaching,S2,W2,ˈtiːtʃɪŋ,,
team,S1,W1,tiːm,,
tear,S3,W3,,ter,tɪə
technique,S3,W1,tekˈniːk,,
technology,S2,W1,,tekˈnɑːlədʒɪ,tekˈnɒlədʒɪ
telephone,S1,W2,ˈtelɪfəʊn,,
television,S1,W1,,ˈtelɪvɪʒn,ˈtelɪvɪʒ(ə)n
telly,S2,,ˈtelɪ,,
temperature,S2,W2,,ˈtemprətʃər,ˈtemp(ə)rətʃə
tendency,S3,W3,,ˈtendənsɪ,ˈtend(ə)nsɪ
tennis,S3,W3,ˈtenɪs,,
tension,,W2,,ˈtenʃn,ˈtenʃ(ə)n
tent,S3,,tent,,
term,S1,W1,,tɜːrm,tɜːm
territory,,W2,,ˈterətɔːrɪ,ˈterɪt(ə)rɪ
terror,,W3,,ˈterər,ˈterə
terrorist,,W3,ˈterərɪst,,
test,S1,W1,test,,
text,S2,W1,tekst,,
thanks,,W3,θæŋks,,
theatre,S2,W2,,ˈθiːətər,ˈθɪətə
theme,S2,W2,θiːm,,
theory,S2,W1,,ˈθiːərɪ,ˈθɪərɪ
thing,S1,W1,θɪŋ,,
thought,S1,W1,θɔːt,,
threat,S3,W2,θret,,
throat,S3,W3,θrəʊt,,
ticket,S1,W2,ˈtɪkɪt,,
tie,S3,W3,taɪ,,
tile,S3,,taɪl,,
time,S1,W1,taɪm,,
tin,S2,,,tɪn,ˈtɪn
tip,S2,W3,,tɪp,ˈtɪp
title,S3,W1,,ˈtaɪtl,ˈtaɪt(ə)l
toast,S3,,təʊst,,
toe,S3,,təʊ,,
toilet,S2,,,ˈtɔɪlət,ˈtɔɪlɪt
tomato,S2,,,təˈmeɪtəʊ,təˈmɑːtəʊ
ton,S3,,tʌn,,
tone,S3,W2,təʊn,,
tongue,S3,W3,tʌŋ,,
tool,S2,W2,tuːl,,
tooth,S2,W2,tuːθ,,
top,S1,W2,,tɑːp,tɒp
topic,S3,W2,,ˈtɑːpɪk,ˈtɒpɪk
total,S2,W2,,ˈtəʊtl,ˈtəʊt(ə)l
touch,S2,W2,tʌtʃ,,
tour,S3,W2,,tʊr,tʊə
tourist,,W3,,ˈtʊrɪst,ˈtʊərɪst
towel,S3,,ˈtaʊəl,,
tower,S3,W3,,ˈtaʊər,ˈtaʊə
town,S1,W1,taʊn,,
toy,S3,,tɔɪ,,
track,S2,W2,træk,,
trade,S3,W1,treɪd,,
tradition,S2,W2,,trəˈdɪʃn,trəˈdɪʃ(ə)n
traffic,S1,W2,ˈtræfɪk,,
trailer,S3,,,ˈtreɪlər,ˈtreɪlə
train,S1,W2,treɪn,,
trainer,S3,,,ˈtreɪnər,ˈtreɪnə
training,S2,W1,ˈtreɪnɪŋ,,
transaction,S3,W3,,trænˈzækʃn,trænˈzækʃ(ə)n
transfer,,W2,,trænsˈfɜːr (strong)/trænsˈfɜː(r) (weak),ˈtrænsfɜːr (strong)/ˈtrænsfɜː(r) (weak)
transition,,W3,,trænˈzɪʃn,trænˈzɪʃ(ə)n
transport,S2,W2,,ˈtrænspɔːrt (strong)/ˈtrænspɔːt (weak),trænˈspɔːrt (strong)/trænˈspɔːt (weak)
transportation,,W3,,ˌtrænspɔːrˈteɪʃn,trænspɔːˈteɪʃ(ə)n
trash,S3,,træʃ,,
travel,S2,W2,,ˈtrævl,ˈtræv(ə)l
tray,S3,,treɪ,,
treat,S3,,triːt,,
treatment,S2,W1,,ˈtriːtmənt,ˈtriːtm(ə)nt
treaty,,W2,ˈtriːtɪ,,
tree,S1,W1,triː,,
trend,S3,W2,trend,,
trial,S3,W2,ˈtraɪəl,,
trick,S3,,trɪk,,
trip,S2,W2,trɪp,,
troop,,W2,truːp,,
trouble,S1,W2,,ˈtrʌbl,ˈtrʌb(ə)l
trousers,S2,,,ˈtraʊzərz,ˈtraʊzəz
truck,S2,W3,trʌk,,
trust,S1,W2,trʌst,,
truth,S1,W2,truːθ,,
try,S3,,traɪ,,
tube,S3,W3,,tuːb,tjuːb
tune,S3,,,tuːn,tjuːn
tunnel,,W3,,ˈtʌnl,ˈtʌn(ə)l
turn,S1,W1,,tɜːrn,tɜːn
TV,S2,W2,ˌtiː ˈviː,,
type,S1,W1,taɪp,,
tyre,S3,,,ˈtaɪər,ˈtaɪə
uncle,S2,W3,,ˈʌŋkl,ˈʌŋk(ə)l
understanding,,W3,,ˌʌndərˈstændɪŋ,ʌndəˈstændɪŋ
unemployment,S2,W2,,ˌʌnɪmˈplɔɪmənt,ʌnɪmˈplɔɪm(ə)nt
uniform,S3,,,ˈjuːnɪfɔːrm,ˈjuːnɪfɔːm
union,S1,W1,,ˈjuːnɪən,ˈjuːnjən
unit,S2,W2,ˈjuːnɪt,,
unity,,W3,,ˈjuːnətɪ,ˈjuːnɪtɪ
universe,,W3,,ˈjuːnɪvɜːrs,ˈjuːnɪvɜːs
university,S2,W1,,ˌjuːnɪˈvɜːrsətɪ,juːnɪˈvɜːsɪtɪ
use,S1,W1,juːz,,
user,S3,W1,,ˈjuːzər,ˈjuːzə
vacation,S2,W3,,vəˈkeɪʃn,vəˈkeɪʃ(ə)n
valley,S3,W3,ˈvælɪ,,
value,S2,W1,ˈvæljuː,,
van,S2,W3,,ven,væn
variation,,W2,,ˌverɪˈeɪʃn,veərɪˈeɪʃ(ə)n
variety,S2,W1,vəˈraɪətɪ,,
vegetable,S3,W3,,ˈvedʒtəbl,ˈvedʒtəb(ə)l
vehicle,S2,W2,,ˈviːəkl,ˈviːɪk(ə)l
version,S2,W2,,ˈvɜːrʒn,ˈvɜːʃ(ə)n
vet,S3,,vet,,
victim,S3,W2,ˈvɪktɪm,,
victory,,W2,,ˈvɪktərɪ,ˈvɪkt(ə)rɪ
video,S1,W2,ˈvɪdɪəʊ,,
view,S1,W1,vjuː,,
village,S1,W1,ˈvɪlɪdʒ,,
violence,S2,W2,,ˈvaɪələns,ˈvaɪəl(ə)ns
virtue,,W3,,ˈvɜːrtʃuː,vɜːtʃuː
virus,,W3,ˈvaɪrəs,,
vision,S3,W2,,ˈvɪʒn,ˈvɪʒ(ə)n
visit,S3,W2,ˈvɪzɪt,,
visitor,S3,W2,,ˈvɪzɪtər,ˈvɪzɪtə
voice,S2,W1,vɔɪs,,
volume,S3,W2,,ˈvɑːljuːm,ˈvɒljuːm
vote,S2,W2,vəʊt,,
wage,S2,W2,weɪdʒ,,
walk,S2,W2,wɔːk,,
wall,S1,W1,wɔːl,,
war,S2,W1,,wɔːr,wɔː
ward,,W3,,wɔːrd,wɔːd
wardrobe,S3,,,ˈwɔːrdrəʊb,ˈwɔːdrəʊb
warning,S3,W2,,ˈwɔːrnɪŋ,ˈwɔːnɪŋ
washing,S2,,,ˈwɑːʃɪŋ,ˈwɒʃɪŋ
waste,S2,W3,weɪst,,
watch,S2,W3,,wɑːtʃ,wɒtʃ
water,S1,W1,,ˈwɔːtər,ˈwɔːtə
wave,S3,W2,weɪv,,
way,S1,W1,weɪ,,
weakness,,W3,ˈwiːknəs,,
wealth,,W3,welθ,,
weapon,S3,W2,,ˈwepən,ˈwep(ə)n
weather,S1,W2,,ˈweðər,ˈweðə
web,S2,W2,web,,
website,S2,W2,ˈwebsaɪt,,
wedding,S2,W3,ˈwedɪŋ,,
week,S1,W1,wiːk,,
weekend,S1,W2,,ˈwiːkend,wiːkˈend
weight,S1,W2,weɪt,,
welfare,S3,W2,,ˈwelfer,ˈwelfeə
west,S1,W2,west,,
wheel,S2,W3,wiːl,,
while,S1,W2,waɪl,,
whisky,S3,,ˈwɪskɪ,,
white,S3,W2,waɪt,,
whole,S2,W2,həʊl,,
wife,S1,W1,waɪf,,
will,S2,W2,wɪl,,
win,,W3,wɪn,,
wind,S2,W2,wɪnd,,
window,S1,W1,ˈwɪndəʊ,,
wine,S2,W2,waɪn,,
wing,S2,W2,wɪŋ,,
winner,S3,W2,,ˈwɪnər,ˈwɪnə
winter,S2,W2,,ˈwɪntər,ˈwɪntə
wire,S2,W3,,ˈwaɪər,ˈwaɪə
wish,S3,,wɪʃ,,
witness,S2,W3,ˈwɪtnəs,,
woman,S1,W1,ˈwʊmən,,
wood,S2,W2,wʊd,,
wool,S3,,wʊl,,
word,S1,W1,,wɜːrd,wɜːd
work,S1,W1,,wɜːrk,wɜːk
worker,S2,W1,,ˈwɜːrkər,ˈwɜːkə
workshop,S3,W3,,ˈwɜːrkʃɑːp,ˈwɜːkʃɒp
world,S1,W1,,wɜːrld,wɜːld
worry,S2,,,ˈwɜːrɪ,ˈwʌrɪ
worth,,W3,,wɜːrθ,wɜːθ
writer,S3,W2,,ˈraɪtər,ˈraɪtə
writing,S2,W3,ˈraɪtɪŋ,,
yard,S2,W2,,jɑːrd,jɑːd
year,S1,W1,,jɪr,jɪə
youngster,S3,,,ˈjʌŋstər,ˈjʌŋstə
youth,S2,W2,juːθ,,
zone,,W3,zəʊn,,
